,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3991,-0.3971,-0.414,-0.2995,-0.3776,-0.4215,-0.3165,-0.1948,-0.4188,-0.0116,-1.0665,0.1983,1.6097,0.33,0.5313,0.2435,-1.2425,-3.024,1.4,3.3038,-0.7767,-0.8896,-4.3988,-6.6768,9.4217,-3.1193,5.859,1.5446
-0.6504,-0.5898,-0.7183,-0.4722,-0.7639,-0.6358,-0.208,0.196,-1.6451,-0.4935,-0.2861,2.5122,-2.936,-1.3764,-0.4727,-1.2332,5.6847,2.5593,-4.4239,0.4825,-1.5412,-0.0989,4.1705,10.7232,-6.9092,-2.6585,4.769,-2.983
0.602,0.5821,0.6521,0.4032,0.6352,0.7343,0.0032,0.4877,0.72,0.7078,-0.6962,-0.5231,0.5915,1.1471,0.3082,-0.7368,-1.7285,0.6082,0.4027,1.428,-0.7313,-0.7658,-2.7754,-1.6621,2.2891,0.1056,-0.5675,-2.224
0.3668,0.3354,0.4702,0.2335,0.406,0.5128,-0.1387,0.0483,1.2749,0.6468,-0.708,-0.4224,0.5317,1.1058,0.5547,-1.2286,-1.817,-0.8923,3.6065,1.6044,0.6038,-2.4096,-2.8018,-1.2519,0.7596,-0.014,0.8012,-2.1828
0.4515,0.4068,0.3945,0.6436,0.3754,0.527,-0.1192,0.1624,0.0096,0.8266,0.2983,1.4004,-0.5842,1.2381,-1.4137,1.749,-2.4916,0.2155,-1.1605,3.051,2.4789,-2.2068,-0.4589,1.7044,-3.6381,3.5959,-6.4689,-0.9874
-0.1372,-0.1736,-0.1577,0.0903,-0.2297,-0.2242,-0.1662,-0.12,-0.2693,0.605,-1.3099,1.0224,-1.2454,0.1548,-1.3674,3.4163,-0.6986,1.1738,-0.4402,3.5104,-0.5415,-2.5073,-2.1167,2.7134,-3.1897,2.2878,-4.2647,4.1845
0.6446,0.676,0.6638,0.5459,0.5124,0.6204,0.6383,1.3325,0.7507,0.5195,0.7856,-0.9153,-0.7495,1.3716,-0.0972,-0.3014,-1.9146,4.4431,1.3662,-0.5744,-0.7589,4.3986,3.4718,-6.5789,-3.3737,4.1226,-8.0465,-3.5538
0.2628,0.2847,0.2526,0.3365,0.1107,0.2294,0.2454,0.927,0.0434,0.4886,0.4725,1.7525,-2.1826,1.1824,-0.7201,-0.3303,-1.9078,4.8415,-1.784,4.7129,2.7908,-4.4142,-2.4369,7.5104,-6.6989,5.2029,-10.1761,-0.9969
-0.087,-0.0974,-0.0408,-0.2996,-0.0873,-0.1542,-0.2452,0.0512,0.2695,-0.5206,0.495,-1.352,0.2797,-0.076,-1.152,2.5996,-1.5729,1.4365,0.9552,-0.4736,-0.4536,3.1392,0.2124,-5.3682,0.5553,1.1314,-2.1884,3.0447
0.6987,0.637,0.7602,0.5015,0.6949,0.7891,0.0523,0.0482,1.1119,0.3882,0.0391,-0.3707,0.5331,1.4002,-1.1105,1.3724,-2.0001,-1.5639,1.7288,0.0468,-0.9203,3.1019,-2.4725,-0.3159,-1.3706,3.3587,-6.2519,-0.8892
-0.024,-0.119,-0.0632,0.1585,0.0493,-0.1333,0.0645,-0.8103,-0.363,0.3425,-1.0749,1.0964,0.4188,-0.4048,0.1699,0.961,0.3478,-2.9094,-1.0361,0.6698,-0.9276,1.1284,-3.7347,2.8228,0.5284,-1.6474,3.1879,1.2997
0.0111,-0.1028,-0.0047,0.0494,0.1196,-0.242,0.5759,-0.881,0.0034,0.2267,-1.092,0.0422,0.7615,-1.2843,1.8714,-2.3644,3.0057,-2.9279,0.8416,0.0054,-0.9299,2.9106,-5.4946,-1.1231,2.382,-4.5725,9.4798,-1.2729
0.0805,0.0149,0.0993,0.0555,-0.0017,-0.0565,0.4808,-0.3376,0.2984,-0.1528,0.6986,0.4156,-1.5447,-0.8015,1.2349,-1.8152,2.2665,-0.7389,0.9479,-1.4538,1.2271,-2.0613,2.5205,3.2636,-6.2504,-2.1066,5.3728,-1.6575
0.1053,0.0355,0.1359,-0.0905,0.1291,0.084,0.0874,-0.4842,0.2559,-0.5736,1.1497,-1.1405,0.1148,-0.0751,0.264,1.3652,-0.0317,-2.1732,-0.3603,-3.7084,1.3064,0.4647,2.2583,-2.9448,0.0439,-1.363,2.7222,2.4263
