,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0113,0.0726,-0.0129,-0.0619,-0.0373,-0.0841,-0.1536,0.5461,-0.1379,0.4721,0.3301,-0.2603,-0.8136,-0.4351,-0.0472,-0.5582,-0.5945,1.7213,-0.7389,2.6591,-0.4787,-0.8742,0.4597,1.3777,-4.1244,-0.2739,0.9851,1.0509
0.2737,0.3352,0.3037,0.1987,0.2424,0.1109,-0.1266,0.9008,0.6255,0.4884,0.3531,-0.5297,-0.1094,-0.5226,0.8738,1.5327,-2.4087,2.6781,1.8156,2.1222,0.4359,-2.3184,-0.5585,-5.2032,-1.6754,-0.2075,1.5591,-1.1931
-0.2085,-0.1613,-0.2411,-0.0827,-0.1006,-0.3193,-0.5604,0.1647,-0.5546,-0.4192,-0.719,1.1855,0.2009,-0.8955,0.3661,0.7382,-1.2999,0.8746,-2.2924,-1.6098,0.0606,1.5521,-2.7715,6.706,-0.0157,-1.6871,2.3598,-0.269
-0.2785,-0.2207,-0.2509,-0.1466,-0.2925,-0.3615,-0.4399,0.2428,0.1079,-0.4937,-0.517,0.9801,-0.8906,-0.7668,0.1861,-0.7775,-0.6772,1.7472,1.43,-1.4373,0.0539,-0.1633,0.8169,3.6761,-3.2424,-1.5713,3.3297,-0.0434
0.1183,0.201,0.0494,-0.0437,0.1486,0.182,0.2808,0.8144,-0.4751,0.4606,0.153,-0.6343,-0.1458,0.6528,-0.831,-0.9962,0.0562,2.7101,-2.6446,1.7627,0.412,1.3318,-0.2216,0.0935,-2.4815,1.115,-2.7792,0.7118
0.2681,0.333,0.2525,0.1045,0.1227,0.155,0.1768,0.7683,0.2074,0.5999,0.994,-0.8704,-1.3105,-0.1652,-0.1539,-0.7236,-0.3361,1.886,0.3112,1.2079,-0.3002,-0.4487,1.9688,-3.4401,-4.1577,0.7135,-0.7231,2.5599
0.0282,0.0971,0.0394,-0.0652,-0.0492,-0.0574,-0.2631,0.5782,0.1303,0.142,0.7493,-0.6563,-0.8206,-0.3038,0.8056,1.014,-0.7808,1.6374,0.5561,0.3002,-1.3477,-1.302,2.7065,-1.7993,-1.951,-1.1945,2.6528,-0.8464
0.0406,0.0521,0.0426,0.0671,0.122,-0.0554,-0.3421,-0.1313,0.1213,-0.2377,-0.5321,0.0971,0.9926,-0.1252,0.6345,1.3504,-0.9705,-1.7083,0.4383,-1.4699,1.5748,3.4527,-2.0684,-1.0799,3.1241,-0.2204,0.4862,-3.6564
0.1362,0.1945,0.1196,0.2503,0.2288,0.0895,0.0406,0.5678,-0.0122,-0.2942,-1.4527,0.7984,0.8186,0.4285,-0.847,-1.0793,0.0448,1.8878,-0.9109,-1.6301,1.2083,1.0831,-6.6191,3.3198,2.1975,1.6115,-4.4354,2.2551
0.1248,0.1642,0.1772,0.2403,0.1243,0.1163,0.2372,0.4769,0.6822,-0.1664,-0.3949,0.5651,0.1569,0.339,-0.6264,-0.9905,0.3436,1.3857,2.5877,-0.8002,0.034,-0.4444,-3.1759,-0.9835,0.0486,1.1875,-2.1197,0.7076
0.2561,0.2958,0.1647,0.0747,0.4394,0.4134,0.6334,0.5404,-0.5595,0.0053,-0.6211,-0.7814,1.4272,0.7827,0.0703,1.6643,1.679,0.8988,-2.8312,-1.1146,1.63,0.1099,-3.5154,-1.3347,2.633,-0.4486,-0.1225,-2.3897
0.0787,0.1345,0.0158,-0.1425,0.1747,0.137,0.4929,0.4361,-0.2525,0.006,-0.3687,-1.2071,1.0608,0.2694,-0.2482,-0.54,1.3995,0.8917,-0.3021,-0.8367,1.5034,2.255,-1.2223,-4.3008,3.8646,-0.8378,1.3553,-3.818
-0.2461,-0.2448,-0.2499,-0.1849,-0.3562,-0.2205,-0.2753,-0.6436,0.036,0.1811,0.0025,1.3563,-1.2294,0.3626,-1.4006,-1.5484,-0.8228,-2.6519,1.0064,0.5188,0.7245,2.6666,-0.151,5.9781,-3.1164,1.4529,-2.4103,1.4663
0.67,0.5874,0.6795,0.7899,0.63,0.8291,0.6323,-0.535,0.6819,0.3771,0.1152,2.1603,-0.2711,1.9998,0.1906,0.2185,3.2666,-4.2011,0.7053,-2.8463,-0.8214,-2.2336,-7.0504,6.3643,-0.8071,1.6526,-3.7145,-0.074
-0.1985,-0.2354,-0.2179,-0.2517,-0.4003,-0.1063,0.0109,-0.9928,-0.417,0.2027,0.2026,-1.1501,-1.6242,1.5859,-0.5979,0.6723,2.8487,-3.5531,-1.0087,4.0063,0.6783,1.8928,5.9945,-2.2841,-2.8706,3.5892,-6.4708,0.697
0.8253,0.8445,0.8176,0.6995,0.5784,0.7174,0.8915,0.8654,0.6008,0.7721,1.3177,-1.5517,-1.9074,-0.1778,0.838,-1.4844,-0.5213,0.736,-1.0421,2.3312,0.6159,-1.9298,6.6857,-10.2479,-8.3133,-2.2804,6.2372,3.0823
0.434,0.4661,0.4745,0.6317,0.3667,0.5963,0.6412,0.6492,0.5365,0.1432,0.6786,1.7341,-0.5604,1.2908,-1.2471,0.6905,0.9071,0.6405,0.3186,-0.4096,-0.9846,-2.6233,-1.4706,5.7266,-3.2944,3.4843,-6.8571,-2.9655
-0.8369,-0.7861,-0.7655,-0.5722,-0.8207,-0.6722,-0.5835,-0.3224,-0.1854,-0.5985,-0.4053,1.492,-0.6711,0.5025,-1.1673,-0.4128,0.4608,1.2044,1.7935,0.9103,-1.0617,-0.6154,0.2946,6.644,0.6073,1.3139,-3.0463,-1.7008
0.3647,0.38,0.2905,0.2092,0.4472,0.5606,0.7173,0.452,-0.2403,0.1582,-0.428,-0.8638,0.5172,1.2868,0.2635,1.2693,1.8099,0.812,-1.8232,0.0857,0.6793,0.2887,-3.1917,-3.6631,-0.8307,1.0017,-2.6122,2.0584
0.3975,0.424,0.3706,0.3509,0.2935,0.5919,0.6533,0.5043,0.3869,0.1806,-1.0449,0.9839,-1.431,0.9481,0.0324,2.9078,0.4844,0.4668,1.2367,0.7802,-0.319,-4.6303,-1.7919,4.212,-5.2106,1.5724,-2.5531,-0.8009
-0.2951,-0.3384,-0.2146,-0.1424,-0.5653,-0.4145,-0.6156,-0.9481,0.8431,-0.2973,0.2467,1.5802,-2.0442,-1.3784,0.2574,0.0562,-4.4902,-2.5864,3.5984,-0.3902,0.2897,-0.0394,7.121,0.3678,-2.4618,-1.3615,4.4307,-0.2059
-0.1093,-0.0939,-0.0902,-0.1285,0.034,-0.1324,0.0715,0.2125,0.0068,-0.3625,-0.0242,-0.5523,1.9799,-0.3417,0.5388,0.4892,-0.5365,5.7737,-1.7916,-1.9357,0.0108,0.0053,-1.768,-9.3312,6.1122,-2.8071,4.0443,0.7279
-0.9803,-0.9632,-0.9834,-0.9547,-0.9885,-0.8798,-0.941,-0.9076,-0.7651,-0.8134,-0.9887,-0.4168,0.1776,0.3428,-0.6457,-1.0759,-0.4829,2.4897,1.9818,0.4106,-0.8674,-1.3952,1.7286,7.7567,2.9487,-0.6805,0.236,-2.3412
0.4813,0.449,0.3982,0.4004,0.4781,0.287,0.2079,0.0434,-0.4495,0.3713,-0.1582,-0.9128,0.7786,-1.2203,0.6819,0.8726,-3.7008,-0.9138,-2.0071,0.4519,-0.4601,1.3021,-7.215,1.2928,5.2569,-3.2817,5.7898,0.7749
0.1153,0.1115,0.1686,0.156,0.0924,0.2826,0.4552,-0.0437,0.1783,0.1411,1.344,-0.2333,-0.3649,0.2633,0.1568,2.3558,0.5734,-1.7387,-0.5754,-0.6149,-0.8287,3.7487,2.3577,-3.5896,-2.1788,0.1946,0.1738,-2.7018
-0.6259,-0.5972,-0.5444,-0.5591,-0.5554,-0.4911,-0.2444,-0.287,0.0265,-0.1253,-0.2688,-0.2772,-0.3565,-0.0243,0.065,0.3291,1.0367,0.967,1.0952,1.7849,0.2384,1.4625,-0.2986,-1.9264,-0.7727,-0.6968,1.7288,-0.0852
0.0481,0.062,-0.0442,0.065,0.1478,0.2354,-0.1081,0.1934,-0.7196,-0.5493,0.1307,0.022,0.7466,0.5117,1.0774,-0.2641,-1.067,0.6011,-2.4253,-2.8164,-1.5997,0.8795,-1.5759,-0.1636,3.21,-2.6765,3.2578,2.8238
-0.1356,-0.1321,-0.1448,-0.0979,-0.3164,-0.0893,-0.1395,-0.0818,0.2689,-0.2329,0.4197,0.122,-2.2627,-0.7487,1.1809,-1.6385,0.7004,0.8897,2.2222,1.5153,-1.6839,2.8512,0.8207,0.5628,-8.2767,-0.727,2.6041,2.5463
0.0137,0.021,0.0551,-0.0268,-0.0984,-0.1172,0.053,0.1301,0.6857,0.3514,-0.93,-0.7658,0.1381,-0.5832,-0.7259,0.3664,1.2483,0.4893,1.2158,4.607,0.4179,0.2231,-7.0212,-0.1263,5.1981,4.0094,-7.3732,-1.4605
0.3755,0.384,0.3175,0.4165,0.4073,0.4501,0.3133,0.4087,-0.4634,0.5316,0.4023,0.9227,0.8571,0.0174,-0.1825,0.4064,0.4122,-0.4752,-7.7075,1.2408,0.4034,0.2432,-0.3039,7.4582,-6.3728,0.2128,-1.1527,0.4801
0.289,0.245,0.3385,0.3121,0.0974,0.1927,0.2393,-0.2694,1.1747,0.2595,0.0671,0.0792,0.779,-0.3583,0.1587,-0.3577,0.2495,-3.4395,7.5931,-0.3375,0.4833,0.9993,-0.0865,-4.1462,-5.2339,1.6983,-0.2571,-0.7766
0.3666,0.3923,0.2742,0.3895,0.2179,0.3327,0.4509,0.7091,-0.9777,-0.0945,0.6744,0.3841,-0.3806,-0.302,-0.0726,0.3334,1.4288,1.8338,-2.8048,-3.8562,1.9181,-0.4337,1.4993,-0.9211,1.8888,3.1052,-7.1018,0.7516
0.013,0.0272,0.0567,0.0331,-0.0745,0.1143,-0.1983,0.2443,0.031,0.4714,0.0666,0.3914,-2.0551,-0.1364,0.7198,-0.7013,-1.1309,1.9192,-1.6676,0.6014,1.9047,-0.535,0.8625,1.2672,-8.0413,0.1959,-0.1301,5.7525
-0.4165,-0.426,-0.3227,-0.4361,-0.3001,-0.24,-0.306,-0.4935,0.2854,-0.0136,-0.6957,-0.381,0.199,0.1511,0.6183,-0.2748,0.9188,-0.5926,1.1949,0.2275,1.0828,-0.4932,-1.1935,-0.713,0.4457,-1.8282,3.8021,0.1993
0.2852,0.259,0.2006,0.4643,0.2748,0.4677,-0.4286,0.0209,-0.4717,-0.0977,1.5053,1.2945,0.2384,0.9481,0.073,-0.7602,-3.5807,-0.7893,-2.459,-1.5205,0.5013,1.0279,3.5185,1.9977,0.1087,0.2326,-1.3562,-1.9501
0.0848,0.0743,0.046,0.2318,0.0072,0.2601,-0.4671,0.0433,0.0377,-0.0543,1.3066,0.6781,-0.4731,0.817,-0.594,-1.8998,-0.6807,-0.0116,0.5683,-0.6242,1.7496,1.0616,2.8411,1.073,-1.5319,1.0401,-1.7664,-3.8171
-0.0256,0.0145,0.0454,-0.2614,-0.11,-0.0811,0.2193,0.6444,0.985,-0.1525,0.4372,-3.038,-0.9533,-1.3651,0.8279,-1.0162,4.6701,1.9219,3.3475,-2.8163,0.6131,-0.4408,0.5297,-8.0631,-2.3199,-4.4802,10.2298,0.6339
-0.3051,-0.2382,-0.289,-0.3408,-0.3084,-0.0532,-0.6697,0.3855,-0.2334,-0.8043,0.1564,-0.7157,0.6257,1.4606,-0.0571,-0.0503,-2.5227,-1.4849,-0.7876,-5.9173,-1.0594,-0.1424,3.5867,4.2618,6.2054,-1.3147,0.0656,0.5539
